"Master_Incident_Number2","Date","Time_First_Unit_Assigned","All_Calls","Unit_Assigned","Stop","Arrest","year"
"210725SA00212",2021-07-25,NA,"All Calls",NA,NA,NA,2021
"210725SA00241",2021-07-25,NA,"All Calls",NA,NA,NA,2021
"210725SA00244",2021-07-25,NA,"All Calls",NA,NA,NA,2021
"210725SA00250",2021-07-25,NA,"All Calls",NA,NA,NA,2021
"210725SA00331",2021-07-25,NA,"All Calls",NA,NA,NA,2021
"210725SA00458",2021-07-25,NA,"All Calls",NA,NA,NA,2021
"210725SA00488",2021-07-25,NA,"All Calls",NA,NA,NA,2021
"210725SA00586",2021-07-25,NA,"All Calls",NA,NA,NA,2021
"210725SA00767",2021-07-25,NA,"All Calls",NA,NA,NA,2021
"210725SA00777",2021-07-25,NA,"All Calls",NA,NA,NA,2021
"210725SA00787",2021-07-25,NA,"All Calls",NA,NA,NA,2021
"210725SA00858",2021-07-25,2021-07-25,"All Calls","Unit Assigned",NA,NA,2021
"210725SA00997",2021-07-25,NA,"All Calls",NA,NA,NA,2021
"210725SA00996",2021-07-25,2021-07-25,"All Calls","Unit Assigned",NA,NA,2021
"210725SA01045",2021-07-25,NA,"All Calls",NA,NA,NA,2021
"210725SA01056",2021-07-25,NA,"All Calls",NA,NA,NA,2021
"210725SA01069",2021-07-25,NA,"All Calls",NA,NA,NA,2021
"210725SA01076",2021-07-25,NA,"All Calls",NA,NA,NA,2021
"210725SA01099",2021-07-25,NA,"All Calls",NA,NA,NA,2021
"210725SA01110",2021-07-25,NA,"All Calls",NA,NA,NA,2021
"210725SA01122",2021-07-25,NA,"All Calls",NA,NA,NA,2021
"210725SA01143",2021-07-25,NA,"All Calls",NA,NA,NA,2021
"210725SA01144",2021-07-25,NA,"All Calls",NA,NA,NA,2021
"210725SA01164",2021-07-25,NA,"All Calls",NA,NA,NA,2021
"210725SA01197",2021-07-25,NA,"All Calls",NA,NA,NA,2021
"210725SA01208",2021-07-25,NA,"All Calls",NA,NA,NA,2021
"210725SA01213",2021-07-25,NA,"All Calls",NA,NA,NA,2021
"210725SA01261",2021-07-25,NA,"All Calls",NA,NA,NA,2021
"210725SA01269",2021-07-25,NA,"All Calls",NA,NA,NA,2021
"210725SA01280",2021-07-25,NA,"All Calls",NA,NA,NA,2021
"210725SA01302",2021-07-25,NA,"All Calls",NA,NA,NA,2021
"210725SA01333",2021-07-25,NA,"All Calls",NA,NA,NA,2021
"210726SA00012",2021-07-26,NA,"All Calls",NA,NA,NA,2021
"210726SA00041",2021-07-26,NA,"All Calls",NA,NA,NA,2021
"210726SA00065",2021-07-26,NA,"All Calls",NA,NA,NA,2021
"210726SA00155",2021-07-26,2021-07-26,"All Calls","Unit Assigned",NA,NA,2021
"210726SA00220",2021-07-26,NA,"All Calls",NA,NA,NA,2021
"210726SA00397",2021-07-26,2021-07-26,"All Calls","Unit Assigned","Stop",NA,2021
"210726SA00482",2021-07-26,NA,"All Calls",NA,NA,NA,2021
"210726SA00579",2021-07-26,NA,"All Calls",NA,NA,NA,2021
"210726SA00676",2021-07-26,NA,"All Calls",NA,NA,NA,2021
"210726SA00764",2021-07-26,NA,"All Calls",NA,NA,NA,2021
"210726SA00802",2021-07-26,NA,"All Calls",NA,NA,NA,2021
"210726SA00842",2021-07-26,NA,"All Calls",NA,NA,NA,2021
"210726SA00847",2021-07-26,NA,"All Calls",NA,NA,NA,2021
"210726SA00852",2021-07-26,NA,"All Calls",NA,NA,NA,2021
"210726SA00861",2021-07-26,NA,"All Calls",NA,NA,NA,2021
"210726SA00971",2021-07-26,NA,"All Calls",NA,NA,NA,2021
"210726SA00987",2021-07-26,NA,"All Calls",NA,NA,NA,2021
"210726SA01009",2021-07-26,NA,"All Calls",NA,NA,NA,2021
"210726SA01122",2021-07-26,NA,"All Calls",NA,NA,NA,2021
"210726SA01132",2021-07-26,NA,"All Calls",NA,NA,NA,2021
"210726SA01138",2021-07-26,NA,"All Calls",NA,NA,NA,2021
"210726SA01169",2021-07-26,NA,"All Calls",NA,NA,NA,2021
"210726SA01176",2021-07-26,NA,"All Calls",NA,NA,NA,2021
"210726SA01255",2021-07-26,NA,"All Calls",NA,NA,NA,2021
"210726SA01374",2021-07-26,NA,"All Calls",NA,NA,NA,2021
"210726SA01383",2021-07-26,NA,"All Calls",NA,NA,NA,2021
"210726SA01423",2021-07-26,NA,"All Calls",NA,NA,NA,2021
"210726SA01442",2021-07-26,NA,"All Calls",NA,NA,NA,2021
"210726SA01449",2021-07-26,NA,"All Calls",NA,NA,NA,2021
"210726SA01497",2021-07-26,NA,"All Calls",NA,NA,NA,2021
"210727SA00003",2021-07-27,NA,"All Calls",NA,NA,NA,2021
"210727SA00011",2021-07-27,NA,"All Calls",NA,NA,NA,2021
"210727SA00025",2021-07-27,NA,"All Calls",NA,NA,NA,2021
"210727SA00026",2021-07-27,NA,"All Calls",NA,NA,NA,2021
"210727SA00029",2021-07-27,NA,"All Calls",NA,NA,NA,2021
"210727SA00045",2021-07-27,NA,"All Calls",NA,NA,NA,2021
"210727SA00046",2021-07-27,NA,"All Calls",NA,NA,NA,2021
"210727SA00233",2021-07-27,NA,"All Calls",NA,NA,NA,2021
"210727SA00234",2021-07-27,NA,"All Calls",NA,NA,NA,2021
"210727SA00262",2021-07-27,NA,"All Calls",NA,NA,NA,2021
"210727SA00303",2021-07-27,NA,"All Calls",NA,NA,NA,2021
"210727SA00524",2021-07-27,NA,"All Calls",NA,NA,NA,2021
"210727SA00741",2021-07-27,NA,"All Calls",NA,NA,NA,2021
"210727SA00873",2021-07-27,NA,"All Calls",NA,NA,NA,2021
"210727SA00923",2021-07-27,NA,"All Calls",NA,NA,NA,2021
"210727SA01121",2021-07-27,NA,"All Calls",NA,NA,NA,2021
"210727SA01153",2021-07-27,NA,"All Calls",NA,NA,NA,2021
"210727SA01210",2021-07-27,2021-07-27,"All Calls","Unit Assigned",NA,NA,2021
"210727SA01225",2021-07-27,NA,"All Calls",NA,NA,NA,2021
"210727SA01254",2021-07-27,NA,"All Calls",NA,NA,NA,2021
"210727SA01308",2021-07-27,NA,"All Calls",NA,NA,NA,2021
"210727SA01324",2021-07-27,NA,"All Calls",NA,NA,NA,2021
"210727SA01343",2021-07-27,NA,"All Calls",NA,NA,NA,2021
"210727SA01360",2021-07-27,NA,"All Calls",NA,NA,NA,2021
"210727SA01406",2021-07-27,NA,"All Calls",NA,NA,NA,2021
"210727SA01414",2021-07-27,NA,"All Calls",NA,NA,NA,2021
"210727SA01420",2021-07-27,NA,"All Calls",NA,NA,NA,2021
"210728SA00068",2021-07-28,NA,"All Calls",NA,NA,NA,2021
"210728SA00151",2021-07-28,NA,"All Calls",NA,NA,NA,2021
"210728SA00270",2021-07-28,NA,"All Calls",NA,NA,NA,2021
"210728SA00301",2021-07-28,NA,"All Calls",NA,NA,NA,2021
"210728SA00436",2021-07-28,NA,"All Calls",NA,NA,NA,2021
"210728SA00728",2021-07-28,NA,"All Calls",NA,NA,NA,2021
"210728SA00801",2021-07-28,NA,"All Calls",NA,NA,NA,2021
"210728SA00883",2021-07-28,NA,"All Calls",NA,NA,NA,2021
"210728SA00917",2021-07-28,NA,"All Calls",NA,NA,NA,2021
"210728SA01022",2021-07-28,NA,"All Calls",NA,NA,NA,2021
"210728SA01061",2021-07-28,NA,"All Calls",NA,NA,NA,2021
"210728SA01131",2021-07-28,NA,"All Calls",NA,NA,NA,2021
"210728SA01160",2021-07-28,NA,"All Calls",NA,NA,NA,2021
"210728SA01176",2021-07-28,NA,"All Calls",NA,NA,NA,2021
"210728SA01179",2021-07-28,NA,"All Calls",NA,NA,NA,2021
"210728SA01190",2021-07-28,NA,"All Calls",NA,NA,NA,2021
"210728SA01198",2021-07-28,NA,"All Calls",NA,NA,NA,2021
"210728SA01241",2021-07-28,NA,"All Calls",NA,NA,NA,2021
"210728SA01254",2021-07-28,NA,"All Calls",NA,NA,NA,2021
"210728SA01264",2021-07-28,NA,"All Calls",NA,NA,NA,2021
"210728SA01271",2021-07-28,NA,"All Calls",NA,NA,NA,2021
"210728SA01283",2021-07-28,NA,"All Calls",NA,NA,NA,2021
"210728SA01315",2021-07-28,NA,"All Calls",NA,NA,NA,2021
"210728SA01309",2021-07-28,NA,"All Calls",NA,NA,NA,2021
"210728SA01335",2021-07-28,NA,"All Calls",NA,NA,NA,2021
"210728SA01349",2021-07-28,NA,"All Calls",NA,NA,NA,2021
"210728SA01379",2021-07-28,NA,"All Calls",NA,NA,NA,2021
"210729SA00076",2021-07-29,NA,"All Calls",NA,NA,NA,2021
"210729SA00114",2021-07-29,NA,"All Calls",NA,NA,NA,2021
"210729SA00126",2021-07-29,NA,"All Calls",NA,NA,NA,2021
"210729SA00196",2021-07-29,NA,"All Calls",NA,NA,NA,2021
"210729SA00341",2021-07-29,NA,"All Calls",NA,NA,NA,2021
"210729SA00483",2021-07-29,NA,"All Calls",NA,NA,NA,2021
"210729SA00585",2021-07-29,NA,"All Calls",NA,NA,NA,2021
"210729SA00605",2021-07-29,NA,"All Calls",NA,NA,NA,2021
"210729SA00810",2021-07-29,NA,"All Calls",NA,NA,NA,2021
"210729SA00839",2021-07-29,NA,"All Calls",NA,NA,NA,2021
"210729SA00894",2021-07-29,NA,"All Calls",NA,NA,NA,2021
"210729SA00968",2021-07-29,NA,"All Calls",NA,NA,NA,2021
"210729SA01206",2021-07-29,NA,"All Calls",NA,NA,NA,2021
"210729SA01252",2021-07-29,NA,"All Calls",NA,NA,NA,2021
"210729SA01307",2021-07-29,NA,"All Calls",NA,NA,NA,2021
"210729SA01310",2021-07-29,NA,"All Calls",NA,NA,NA,2021
"210729SA01339",2021-07-29,NA,"All Calls",NA,NA,NA,2021
"210729SA01364",2021-07-29,NA,"All Calls",NA,NA,NA,2021
"210729SA01424",2021-07-29,NA,"All Calls",NA,NA,NA,2021
"210730SA00018",2021-07-30,NA,"All Calls",NA,NA,NA,2021
"210730SA00037",2021-07-30,NA,"All Calls",NA,NA,NA,2021
"210730SA00039",2021-07-30,NA,"All Calls",NA,NA,NA,2021
"210730SA00043",2021-07-30,NA,"All Calls",NA,NA,NA,2021
"210730SA00099",2021-07-30,NA,"All Calls",NA,NA,NA,2021
"210730SA00108",2021-07-30,2021-07-30,"All Calls","Unit Assigned",NA,NA,2021
"210730SA00150",2021-07-30,NA,"All Calls",NA,NA,NA,2021
"210730SA00715",2021-07-30,NA,"All Calls",NA,NA,NA,2021
"210730SA00739",2021-07-30,NA,"All Calls",NA,NA,NA,2021
"210730SA00830",2021-07-30,NA,"All Calls",NA,NA,NA,2021
"210730SA00835",2021-07-30,NA,"All Calls",NA,NA,NA,2021
"210730SA00856",2021-07-30,NA,"All Calls",NA,NA,NA,2021
"210730SA00895",2021-07-30,2021-07-30,"All Calls","Unit Assigned","Stop",NA,2021
"210730SA01104",2021-07-30,NA,"All Calls",NA,NA,NA,2021
"210730SA01317",2021-07-30,NA,"All Calls",NA,NA,NA,2021
"210730SA01340",2021-07-30,NA,"All Calls",NA,NA,NA,2021
"210730SA01355",2021-07-30,NA,"All Calls",NA,NA,NA,2021
"210730SA01450",2021-07-30,NA,"All Calls",NA,NA,NA,2021
"210730SA01465",2021-07-30,2021-07-30,"All Calls","Unit Assigned",NA,NA,2021
"210730SA01525",2021-07-30,NA,"All Calls",NA,NA,NA,2021
"210730SA01531",2021-07-30,NA,"All Calls",NA,NA,NA,2021
"210730SA01533",2021-07-30,NA,"All Calls",NA,NA,NA,2021
"210730SA01534",2021-07-30,NA,"All Calls",NA,NA,NA,2021
"210730SA01537",2021-07-30,NA,"All Calls",NA,NA,NA,2021
"210730SA01542",2021-07-30,NA,"All Calls",NA,NA,NA,2021
"210730SA01546",2021-07-30,NA,"All Calls",NA,NA,NA,2021
"210730SA01543",2021-07-30,NA,"All Calls",NA,NA,NA,2021
"210730SA01553",2021-07-30,NA,"All Calls",NA,NA,NA,2021
"210730SA01581",2021-07-30,NA,"All Calls",NA,NA,NA,2021
"210730SA01591",2021-07-30,NA,"All Calls",NA,NA,NA,2021
"210730SA01594",2021-07-30,NA,"All Calls",NA,NA,NA,2021
"210731SA00001",2021-07-30,NA,"All Calls",NA,NA,NA,2021
"210731SA00010",2021-07-31,NA,"All Calls",NA,NA,NA,2021
"210731SA00044",2021-07-31,NA,"All Calls",NA,NA,NA,2021
"210731SA00045",2021-07-31,NA,"All Calls",NA,NA,NA,2021
"210731SA00046",2021-07-31,NA,"All Calls",NA,NA,NA,2021
"210731SA00055",2021-07-31,NA,"All Calls",NA,NA,NA,2021
"210731SA00092",2021-07-31,NA,"All Calls",NA,NA,NA,2021
"210731SA00149",2021-07-31,NA,"All Calls",NA,NA,NA,2021
"210731SA00154",2021-07-31,NA,"All Calls",NA,NA,NA,2021
"210731SA00160",2021-07-31,NA,"All Calls",NA,NA,NA,2021
"210731SA00185",2021-07-31,NA,"All Calls",NA,NA,NA,2021
"210731SA00201",2021-07-31,NA,"All Calls",NA,NA,NA,2021
"210731SA00216",2021-07-31,NA,"All Calls",NA,NA,NA,2021
"210731SA00224",2021-07-31,NA,"All Calls",NA,NA,NA,2021
"210731SA00229",2021-07-31,NA,"All Calls",NA,NA,NA,2021
"210731SA00275",2021-07-31,2021-07-31,"All Calls","Unit Assigned",NA,"Arrest",2021
"210731SA00311",2021-07-31,NA,"All Calls",NA,NA,NA,2021
"210731SA00314",2021-07-31,NA,"All Calls",NA,NA,NA,2021
"210731SA00321",2021-07-31,NA,"All Calls",NA,NA,NA,2021
"210731SA00323",2021-07-31,NA,"All Calls",NA,NA,NA,2021
"210731SA00422",2021-07-31,NA,"All Calls",NA,NA,NA,2021
"210731SA00462",2021-07-31,NA,"All Calls",NA,NA,NA,2021
"210731SA00521",2021-07-31,NA,"All Calls",NA,NA,NA,2021
"210731SA00525",2021-07-31,NA,"All Calls",NA,NA,NA,2021
"210731SA00644",2021-07-31,NA,"All Calls",NA,NA,NA,2021
"210731SA00710",2021-07-31,NA,"All Calls",NA,NA,NA,2021
"210731SA00728",2021-07-31,NA,"All Calls",NA,NA,NA,2021
"210731SA00933",2021-07-31,NA,"All Calls",NA,NA,NA,2021
"210731SA00944",2021-07-31,NA,"All Calls",NA,NA,NA,2021
"210731SA00947",2021-07-31,NA,"All Calls",NA,NA,NA,2021
"210731SA00949",2021-07-31,NA,"All Calls",NA,NA,NA,2021
"210731SA01038",2021-07-31,NA,"All Calls",NA,NA,NA,2021
"210731SA01085",2021-07-31,NA,"All Calls",NA,NA,NA,2021
"210731SA01169",2021-07-31,NA,"All Calls",NA,NA,NA,2021
"210731SA01207",2021-07-31,NA,"All Calls",NA,NA,NA,2021
"210731SA01220",2021-07-31,NA,"All Calls",NA,NA,NA,2021
"210731SA01239",2021-07-31,NA,"All Calls",NA,NA,NA,2021
"210731SA01245",2021-07-31,NA,"All Calls",NA,NA,NA,2021
"210731SA01268",2021-07-31,NA,"All Calls",NA,NA,NA,2021
"210731SA01262",2021-07-31,NA,"All Calls",NA,NA,NA,2021
"210731SA01263",2021-07-31,NA,"All Calls",NA,NA,NA,2021
"210731SA01266",2021-07-31,NA,"All Calls",NA,NA,NA,2021
"210731SA01327",2021-07-31,NA,"All Calls",NA,NA,NA,2021
"210731SA01329",2021-07-31,NA,"All Calls",NA,NA,NA,2021
"210731SA01338",2021-07-31,NA,"All Calls",NA,NA,NA,2021
"210731SA01354",2021-07-31,NA,"All Calls",NA,NA,NA,2021
"210731SA01358",2021-07-31,NA,"All Calls",NA,NA,NA,2021
"210731SA01363",2021-07-31,NA,"All Calls",NA,NA,NA,2021
"210731SA01367",2021-07-31,NA,"All Calls",NA,NA,NA,2021
"210731SA01390",2021-07-31,NA,"All Calls",NA,NA,NA,2021
"210731SA01413",2021-07-31,NA,"All Calls",NA,NA,NA,2021
"210731SA01414",2021-07-31,NA,"All Calls",NA,NA,NA,2021
"210731SA01415",2021-07-31,NA,"All Calls",NA,NA,NA,2021
"210731SA01441",2021-07-31,NA,"All Calls",NA,NA,NA,2021
"210731SA01447",2021-07-31,NA,"All Calls",NA,NA,NA,2021
"210731SA01473",2021-07-31,NA,"All Calls",NA,NA,NA,2021
"210731SA01470",2021-07-31,NA,"All Calls",NA,NA,NA,2021
"210731SA01475",2021-07-31,NA,"All Calls",NA,NA,NA,2021
"210731SA01495",2021-07-31,NA,"All Calls",NA,NA,NA,2021
"210731SA01504",2021-07-31,NA,"All Calls",NA,NA,NA,2021
"210731SA01535",2021-07-31,NA,"All Calls",NA,NA,NA,2021
"210731SA01550",2021-07-31,NA,"All Calls",NA,NA,NA,2021
"210731SA01558",2021-07-31,NA,"All Calls",NA,NA,NA,2021
"210801SA00018",2021-08-01,NA,"All Calls",NA,NA,NA,2021
"210801SA00200",2021-08-01,NA,"All Calls",NA,NA,NA,2021
"210801SA00202",2021-08-01,NA,"All Calls",NA,NA,NA,2021
"210801SA00261",2021-08-01,NA,"All Calls",NA,NA,NA,2021
"210801SA00442",2021-08-01,NA,"All Calls",NA,NA,NA,2021
"210801SA00453",2021-08-01,NA,"All Calls",NA,NA,NA,2021
"210801SA00582",2021-08-01,NA,"All Calls",NA,NA,NA,2021
"210801SA00726",2021-08-01,NA,"All Calls",NA,NA,NA,2021
"210801SA00846",2021-08-01,NA,"All Calls",NA,NA,NA,2021
"210801SA00905",2021-08-01,NA,"All Calls",NA,NA,NA,2021
"210801SA00959",2021-08-01,NA,"All Calls",NA,NA,NA,2021
"210801SA00989",2021-08-01,NA,"All Calls",NA,NA,NA,2021
"210801SA00994",2021-08-01,NA,"All Calls",NA,NA,NA,2021
"210801SA00996",2021-08-01,NA,"All Calls",NA,NA,NA,2021
"210801SA01006",2021-08-01,NA,"All Calls",NA,NA,NA,2021
"210801SA01015",2021-08-01,NA,"All Calls",NA,NA,NA,2021
"210801SA01050",2021-08-01,2021-08-01,"All Calls","Unit Assigned",NA,NA,2021
"210801SA01058",2021-08-01,NA,"All Calls",NA,NA,NA,2021
"210801SA01063",2021-08-01,NA,"All Calls",NA,NA,NA,2021
"210801SA01100",2021-08-01,NA,"All Calls",NA,NA,NA,2021
"210801SA01103",2021-08-01,NA,"All Calls",NA,NA,NA,2021
"210801SA01109",2021-08-01,NA,"All Calls",NA,NA,NA,2021
"210801SA01118",2021-08-01,NA,"All Calls",NA,NA,NA,2021
"210801SA01188",2021-08-01,NA,"All Calls",NA,NA,NA,2021
"210801SA01183",2021-08-01,NA,"All Calls",NA,NA,NA,2021
"210801SA01190",2021-08-01,NA,"All Calls",NA,NA,NA,2021
"210801SA01196",2021-08-01,NA,"All Calls",NA,NA,NA,2021
"210801SA01198",2021-08-01,NA,"All Calls",NA,NA,NA,2021
"210801SA01207",2021-08-01,NA,"All Calls",NA,NA,NA,2021
"210801SA01214",2021-08-01,NA,"All Calls",NA,NA,NA,2021
"210801SA01229",2021-08-01,NA,"All Calls",NA,NA,NA,2021
"210801SA01266",2021-08-01,NA,"All Calls",NA,NA,NA,2021
"210801SA01280",2021-08-01,NA,"All Calls",NA,NA,NA,2021
"210801SA01286",2021-08-01,NA,"All Calls",NA,NA,NA,2021
"210801SA01295",2021-08-01,NA,"All Calls",NA,NA,NA,2021
"210801SA01304",2021-08-01,NA,"All Calls",NA,NA,NA,2021
"210801SA01307",2021-08-01,NA,"All Calls",NA,NA,NA,2021
"210801SA01341",2021-08-01,NA,"All Calls",NA,NA,NA,2021
"210801SA01373",2021-08-01,NA,"All Calls",NA,NA,NA,2021
"210802SA00011",2021-08-02,NA,"All Calls",NA,NA,NA,2021
"210802SA00013",2021-08-02,NA,"All Calls",NA,NA,NA,2021
"210802SA00063",2021-08-02,NA,"All Calls",NA,NA,NA,2021
"210802SA00071",2021-08-02,NA,"All Calls",NA,NA,NA,2021
"210802SA00096",2021-08-02,2021-08-02,"All Calls","Unit Assigned","Stop",NA,2021
"210802SA00126",2021-08-02,NA,"All Calls",NA,NA,NA,2021
"210802SA00137",2021-08-02,NA,"All Calls",NA,NA,NA,2021
"210802SA00148",2021-08-02,NA,"All Calls",NA,NA,NA,2021
"210802SA00163",2021-08-02,NA,"All Calls",NA,NA,NA,2021
"210802SA00258",2021-08-02,NA,"All Calls",NA,NA,NA,2021
"210802SA00347",2021-08-02,NA,"All Calls",NA,NA,NA,2021
"210802SA00364",2021-08-02,NA,"All Calls",NA,NA,NA,2021
"210802SA00465",2021-08-02,NA,"All Calls",NA,NA,NA,2021
"210802SA00547",2021-08-02,NA,"All Calls",NA,NA,NA,2021
"210802SA00582",2021-08-02,NA,"All Calls",NA,NA,NA,2021
"210802SA00586",2021-08-02,NA,"All Calls",NA,NA,NA,2021
"210802SA00845",2021-08-02,NA,"All Calls",NA,NA,NA,2021
"210802SA00888",2021-08-02,NA,"All Calls",NA,NA,NA,2021
"210802SA00909",2021-08-02,NA,"All Calls",NA,NA,NA,2021
"210802SA00910",2021-08-02,NA,"All Calls",NA,NA,NA,2021
"210802SA00936",2021-08-02,2021-08-02,"All Calls","Unit Assigned",NA,NA,2021
"210802SA01020",2021-08-02,NA,"All Calls",NA,NA,NA,2021
"210802SA01201",2021-08-02,NA,"All Calls",NA,NA,NA,2021
"210802SA01311",2021-08-02,NA,"All Calls",NA,NA,NA,2021
"210802SA01313",2021-08-02,NA,"All Calls",NA,NA,NA,2021
"210802SA01324",2021-08-02,NA,"All Calls",NA,NA,NA,2021
"210802SA01342",2021-08-02,2021-08-02,"All Calls","Unit Assigned",NA,NA,2021
"210802SA01354",2021-08-02,NA,"All Calls",NA,NA,NA,2021
"210802SA01361",2021-08-02,NA,"All Calls",NA,NA,NA,2021
"210802SA01362",2021-08-02,NA,"All Calls",NA,NA,NA,2021
"210802SA01381",2021-08-02,NA,"All Calls",NA,NA,NA,2021
"210802SA01406",2021-08-02,NA,"All Calls",NA,NA,NA,2021
"210802SA01407",2021-08-02,NA,"All Calls",NA,NA,NA,2021
"210802SA01465",2021-08-02,NA,"All Calls",NA,NA,NA,2021
"210802SA01469",2021-08-02,NA,"All Calls",NA,NA,NA,2021
"210802SA01487",2021-08-02,NA,"All Calls",NA,NA,NA,2021
"210803SA00004",2021-08-03,NA,"All Calls",NA,NA,NA,2021
"210803SA00010",2021-08-03,NA,"All Calls",NA,NA,NA,2021
"210803SA00041",2021-08-03,NA,"All Calls",NA,NA,NA,2021
"210803SA00089",2021-08-03,NA,"All Calls",NA,NA,NA,2021
"210803SA00189",2021-08-03,2021-08-03,"All Calls","Unit Assigned",NA,NA,2021
"210803SA00222",2021-08-03,NA,"All Calls",NA,NA,NA,2021
"210803SA00450",2021-08-03,NA,"All Calls",NA,NA,NA,2021
"210803SA00493",2021-08-03,NA,"All Calls",NA,NA,NA,2021
"210803SA00625",2021-08-03,NA,"All Calls",NA,NA,NA,2021
"210803SA00696",2021-08-03,NA,"All Calls",NA,NA,NA,2021
"210803SA00755",2021-08-03,2021-08-03,"All Calls","Unit Assigned",NA,NA,2021
"210803SA00767",2021-08-03,NA,"All Calls",NA,NA,NA,2021
"210803SA00787",2021-08-03,NA,"All Calls",NA,NA,NA,2021
"210803SA00803",2021-08-03,NA,"All Calls",NA,NA,NA,2021
"210803SA00825",2021-08-03,NA,"All Calls",NA,NA,NA,2021
"210803SA00851",2021-08-03,NA,"All Calls",NA,NA,NA,2021
"210803SA00882",2021-08-03,NA,"All Calls",NA,NA,NA,2021
"210803SA01107",2021-08-03,NA,"All Calls",NA,NA,NA,2021
"210803SA01290",2021-08-03,NA,"All Calls",NA,NA,NA,2021
"210803SA01353",2021-08-03,NA,"All Calls",NA,NA,NA,2021
"210803SA01358",2021-08-03,NA,"All Calls",NA,NA,NA,2021
"210803SA01416",2021-08-03,NA,"All Calls",NA,NA,NA,2021
"210804SA00011",2021-08-04,NA,"All Calls",NA,NA,NA,2021
"210804SA00062",2021-08-04,NA,"All Calls",NA,NA,NA,2021
"210804SA00072",2021-08-04,NA,"All Calls",NA,NA,NA,2021
"210804SA00121",2021-08-04,NA,"All Calls",NA,NA,NA,2021
"210804SA00251",2021-08-04,NA,"All Calls",NA,NA,NA,2021
"210804SA00356",2021-08-04,NA,"All Calls",NA,NA,NA,2021
"210804SA00363",2021-08-04,2021-08-04,"All Calls","Unit Assigned",NA,NA,2021
"210804SA00517",2021-08-04,NA,"All Calls",NA,NA,NA,2021
"210804SA00585",2021-08-04,NA,"All Calls",NA,NA,NA,2021
"210804SA00804",2021-08-04,NA,"All Calls",NA,NA,NA,2021
"210804SA00853",2021-08-04,NA,"All Calls",NA,NA,NA,2021
"210804SA01158",2021-08-04,NA,"All Calls",NA,NA,NA,2021
"210804SA01174",2021-08-04,NA,"All Calls",NA,NA,NA,2021
"210804SA01188",2021-08-04,NA,"All Calls",NA,NA,NA,2021
"210804SA01234",2021-08-04,NA,"All Calls",NA,NA,NA,2021
"210804SA01245",2021-08-04,NA,"All Calls",NA,NA,NA,2021
"210804SA01300",2021-08-04,NA,"All Calls",NA,NA,NA,2021
"210804SA01363",2021-08-04,NA,"All Calls",NA,NA,NA,2021
"210804SA01478",2021-08-04,NA,"All Calls",NA,NA,NA,2021
"210804SA01538",2021-08-04,NA,"All Calls",NA,NA,NA,2021
"210805SA00037",2021-08-05,2021-08-05,"All Calls","Unit Assigned",NA,NA,2021
"210805SA00167",2021-08-05,NA,"All Calls",NA,NA,NA,2021
"210805SA00336",2021-08-05,NA,"All Calls",NA,NA,NA,2021
"210805SA00545",2021-08-05,NA,"All Calls",NA,NA,NA,2021
"210805SA00579",2021-08-05,NA,"All Calls",NA,NA,NA,2021
"210805SA00586",2021-08-05,NA,"All Calls",NA,NA,NA,2021
"210805SA00600",2021-08-05,NA,"All Calls",NA,NA,NA,2021
"210805SA00619",2021-08-05,NA,"All Calls",NA,NA,NA,2021
"210805SA00628",2021-08-05,NA,"All Calls",NA,NA,NA,2021
"210805SA00636",2021-08-05,NA,"All Calls",NA,NA,NA,2021
"210805SA00657",2021-08-05,NA,"All Calls",NA,NA,NA,2021
"210805SA00673",2021-08-05,NA,"All Calls",NA,NA,NA,2021
"210805SA00688",2021-08-05,2021-08-05,"All Calls","Unit Assigned",NA,NA,2021
"210805SA00711",2021-08-05,NA,"All Calls",NA,NA,NA,2021
"210805SA00731",2021-08-05,NA,"All Calls",NA,NA,NA,2021
"210805SA00752",2021-08-05,NA,"All Calls",NA,NA,NA,2021
"210805SA00762",2021-08-05,NA,"All Calls",NA,NA,NA,2021
"210805SA00853",2021-08-05,NA,"All Calls",NA,NA,NA,2021
"210805SA00903",2021-08-05,NA,"All Calls",NA,NA,NA,2021
"210805SA00925",2021-08-05,NA,"All Calls",NA,NA,NA,2021
"210805SA00937",2021-08-05,2021-08-05,"All Calls","Unit Assigned",NA,NA,2021
"210805SA01146",2021-08-05,NA,"All Calls",NA,NA,NA,2021
"210805SA01166",2021-08-05,NA,"All Calls",NA,NA,NA,2021
"210805SA01267",2021-08-05,NA,"All Calls",NA,NA,NA,2021
"210805SA01276",2021-08-05,NA,"All Calls",NA,NA,NA,2021
"210805SA01383",2021-08-05,NA,"All Calls",NA,NA,NA,2021
"210805SA01393",2021-08-05,NA,"All Calls",NA,NA,NA,2021
"210805SA01425",2021-08-05,NA,"All Calls",NA,NA,NA,2021
"210805SA01464",2021-08-05,NA,"All Calls",NA,NA,NA,2021
"210805SA01506",2021-08-05,NA,"All Calls",NA,NA,NA,2021
"210806SA00039",2021-08-06,NA,"All Calls",NA,NA,NA,2021
"210806SA00127",2021-08-06,NA,"All Calls",NA,NA,NA,2021
"210806SA00160",2021-08-06,NA,"All Calls",NA,NA,NA,2021
"210806SA00161",2021-08-06,NA,"All Calls",NA,NA,NA,2021
"210806SA00168",2021-08-06,NA,"All Calls",NA,NA,NA,2021
"210806SA00171",2021-08-06,NA,"All Calls",NA,NA,NA,2021
