"Master_Incident_Number2","Date","Time_First_Unit_Assigned","All_Calls","Unit_Assigned","Stop","Arrest","year"
"210806SA00174",2021-08-06,NA,"All Calls",NA,NA,NA,2021
"210806SA00242",2021-08-06,NA,"All Calls",NA,NA,NA,2021
"210806SA00463",2021-08-06,NA,"All Calls",NA,NA,NA,2021
"210806SA00545",2021-08-06,NA,"All Calls",NA,NA,NA,2021
"210806SA00602",2021-08-06,NA,"All Calls",NA,NA,NA,2021
"210806SA00625",2021-08-06,NA,"All Calls",NA,NA,NA,2021
"210806SA00764",2021-08-06,NA,"All Calls",NA,NA,NA,2021
"210806SA00768",2021-08-06,NA,"All Calls",NA,NA,NA,2021
"210806SA00812",2021-08-06,NA,"All Calls",NA,NA,NA,2021
"210806SA00842",2021-08-06,2021-08-06,"All Calls","Unit Assigned",NA,NA,2021
"210806SA00880",2021-08-06,NA,"All Calls",NA,NA,NA,2021
"210806SA00909",2021-08-06,NA,"All Calls",NA,NA,NA,2021
"210806SA01040",2021-08-06,NA,"All Calls",NA,NA,NA,2021
"210806SA01058",2021-08-06,NA,"All Calls",NA,NA,NA,2021
"210806SA01090",2021-08-06,NA,"All Calls",NA,NA,NA,2021
"210806SA01114",2021-08-06,NA,"All Calls",NA,NA,NA,2021
"210806SA01130",2021-08-06,NA,"All Calls",NA,NA,NA,2021
"210806SA01183",2021-08-06,NA,"All Calls",NA,NA,NA,2021
"210806SA01204",2021-08-06,2021-08-06,"All Calls","Unit Assigned",NA,NA,2021
"210806SA01210",2021-08-06,NA,"All Calls",NA,NA,NA,2021
"210806SA01243",2021-08-06,NA,"All Calls",NA,NA,NA,2021
"210806SA01337",2021-08-06,NA,"All Calls",NA,NA,NA,2021
"210806SA01379",2021-08-06,NA,"All Calls",NA,NA,NA,2021
"210806SA01448",2021-08-06,NA,"All Calls",NA,NA,NA,2021
"210806SA01454",2021-08-06,2021-08-06,"All Calls","Unit Assigned",NA,NA,2021
"210806SA01465",2021-08-06,NA,"All Calls",NA,NA,NA,2021
"210806SA01473",2021-08-06,NA,"All Calls",NA,NA,NA,2021
"210806SA01493",2021-08-06,NA,"All Calls",NA,NA,NA,2021
"210806SA01498",2021-08-06,NA,"All Calls",NA,NA,NA,2021
"210806SA01584",2021-08-06,NA,"All Calls",NA,NA,NA,2021
"210806SA01602",2021-08-06,NA,"All Calls",NA,NA,NA,2021
"210806SA01604",2021-08-06,2021-08-06,"All Calls","Unit Assigned",NA,NA,2021
"210806SA01608",2021-08-06,NA,"All Calls",NA,NA,NA,2021
"210806SA01647",2021-08-06,NA,"All Calls",NA,NA,NA,2021
"210806SA01651",2021-08-06,NA,"All Calls",NA,NA,NA,2021
"210806SA01652",2021-08-06,NA,"All Calls",NA,NA,NA,2021
"210806SA01660",2021-08-06,2021-08-06,"All Calls","Unit Assigned","Stop",NA,2021
"210807SA00008",2021-08-07,NA,"All Calls",NA,NA,NA,2021
"210807SA00012",2021-08-07,2021-08-07,"All Calls","Unit Assigned",NA,NA,2021
"210807SA00011",2021-08-07,NA,"All Calls",NA,NA,NA,2021
"210807SA00021",2021-08-07,NA,"All Calls",NA,NA,NA,2021
"210807SA00028",2021-08-07,NA,"All Calls",NA,NA,NA,2021
"210807SA00031",2021-08-07,NA,"All Calls",NA,NA,NA,2021
"210807SA00033",2021-08-07,NA,"All Calls",NA,NA,NA,2021
"210807SA00036",2021-08-07,NA,"All Calls",NA,NA,NA,2021
"210807SA00067",2021-08-07,NA,"All Calls",NA,NA,NA,2021
"210807SA00071",2021-08-07,NA,"All Calls",NA,NA,NA,2021
"210807SA00094",2021-08-07,NA,"All Calls",NA,NA,NA,2021
"210807SA00128",2021-08-07,NA,"All Calls",NA,NA,NA,2021
"210807SA00139",2021-08-07,NA,"All Calls",NA,NA,NA,2021
"210807SA00156",2021-08-07,NA,"All Calls",NA,NA,NA,2021
"210807SA00197",2021-08-07,NA,"All Calls",NA,NA,NA,2021
"210807SA00209",2021-08-07,NA,"All Calls",NA,NA,NA,2021
"210807SA00226",2021-08-07,NA,"All Calls",NA,NA,NA,2021
"210807SA00250",2021-08-07,NA,"All Calls",NA,NA,NA,2021
"210807SA00335",2021-08-07,NA,"All Calls",NA,NA,NA,2021
"210807SA00343",2021-08-07,NA,"All Calls",NA,NA,NA,2021
"210807SA00409",2021-08-07,NA,"All Calls",NA,NA,NA,2021
"210807SA00495",2021-08-07,NA,"All Calls",NA,NA,NA,2021
"210807SA00517",2021-08-07,NA,"All Calls",NA,NA,NA,2021
"210807SA00578",2021-08-07,NA,"All Calls",NA,NA,NA,2021
"210807SA00799",2021-08-07,NA,"All Calls",NA,NA,NA,2021
"210807SA00824",2021-08-07,2021-08-07,"All Calls","Unit Assigned",NA,NA,2021
"210807SA00914",2021-08-07,NA,"All Calls",NA,NA,NA,2021
"210807SA00921",2021-08-07,NA,"All Calls",NA,NA,NA,2021
"210807SA00919",2021-08-07,NA,"All Calls",NA,NA,NA,2021
"210807SA00924",2021-08-07,NA,"All Calls",NA,NA,NA,2021
"210807SA00948",2021-08-07,NA,"All Calls",NA,NA,NA,2021
"210807SA00978",2021-08-07,NA,"All Calls",NA,NA,NA,2021
"210807SA00984",2021-08-07,NA,"All Calls",NA,NA,NA,2021
"210807SA00985",2021-08-07,NA,"All Calls",NA,NA,NA,2021
"210807SA00986",2021-08-07,NA,"All Calls",NA,NA,NA,2021
"210807SA00993",2021-08-07,NA,"All Calls",NA,NA,NA,2021
"210807SA01051",2021-08-07,NA,"All Calls",NA,NA,NA,2021
"210807SA01117",2021-08-07,NA,"All Calls",NA,NA,NA,2021
"210807SA01162",2021-08-07,2021-08-07,"All Calls","Unit Assigned",NA,NA,2021
"210807SA01169",2021-08-07,NA,"All Calls",NA,NA,NA,2021
"210807SA01238",2021-08-07,NA,"All Calls",NA,NA,NA,2021
"210807SA01247",2021-08-07,NA,"All Calls",NA,NA,NA,2021
"210807SA01250",2021-08-07,NA,"All Calls",NA,NA,NA,2021
"210807SA01257",2021-08-07,NA,"All Calls",NA,NA,NA,2021
"210807SA01272",2021-08-07,NA,"All Calls",NA,NA,NA,2021
"210807SA01281",2021-08-07,NA,"All Calls",NA,NA,NA,2021
"210807SA01285",2021-08-07,NA,"All Calls",NA,NA,NA,2021
"210807SA01293",2021-08-07,NA,"All Calls",NA,NA,NA,2021
"210807SA01340",2021-08-07,NA,"All Calls",NA,NA,NA,2021
"210807SA01417",2021-08-07,NA,"All Calls",NA,NA,NA,2021
"210807SA01426",2021-08-07,NA,"All Calls",NA,NA,NA,2021
"210807SA01444",2021-08-07,NA,"All Calls",NA,NA,NA,2021
"210807SA01446",2021-08-07,NA,"All Calls",NA,NA,NA,2021
"210808SA00018",2021-08-08,NA,"All Calls",NA,NA,NA,2021
"210808SA00023",2021-08-08,NA,"All Calls",NA,NA,NA,2021
"210808SA00084",2021-08-08,NA,"All Calls",NA,NA,NA,2021
"210808SA00089",2021-08-08,NA,"All Calls",NA,NA,NA,2021
"210808SA00095",2021-08-08,NA,"All Calls",NA,NA,NA,2021
"210808SA00121",2021-08-08,NA,"All Calls",NA,NA,NA,2021
"210808SA00125",2021-08-08,NA,"All Calls",NA,NA,NA,2021
"210808SA00173",2021-08-08,NA,"All Calls",NA,NA,NA,2021
"210808SA00193",2021-08-08,NA,"All Calls",NA,NA,NA,2021
"210808SA00238",2021-08-08,NA,"All Calls",NA,NA,NA,2021
"210808SA00252",2021-08-08,NA,"All Calls",NA,NA,NA,2021
"210808SA00258",2021-08-08,2021-08-08,"All Calls","Unit Assigned","Stop",NA,2021
"210808SA00271",2021-08-08,NA,"All Calls",NA,NA,NA,2021
"210808SA00286",2021-08-08,NA,"All Calls",NA,NA,NA,2021
"210808SA00341",2021-08-08,NA,"All Calls",NA,NA,NA,2021
"210808SA00360",2021-08-08,NA,"All Calls",NA,NA,NA,2021
"210808SA00430",2021-08-08,NA,"All Calls",NA,NA,NA,2021
"210808SA00490",2021-08-08,NA,"All Calls",NA,NA,NA,2021
"210808SA00632",2021-08-08,NA,"All Calls",NA,NA,NA,2021
"210808SA00645",2021-08-08,NA,"All Calls",NA,NA,NA,2021
"210808SA00668",2021-08-08,NA,"All Calls",NA,NA,NA,2021
"210808SA00726",2021-08-08,NA,"All Calls",NA,NA,NA,2021
"210808SA00719",2021-08-08,NA,"All Calls",NA,NA,NA,2021
"210808SA00724",2021-08-08,NA,"All Calls",NA,NA,NA,2021
"210808SA00778",2021-08-08,NA,"All Calls",NA,NA,NA,2021
"210808SA00801",2021-08-08,NA,"All Calls",NA,NA,NA,2021
"210808SA00815",2021-08-08,NA,"All Calls",NA,NA,NA,2021
"210808SA00847",2021-08-08,NA,"All Calls",NA,NA,NA,2021
"210808SA00855",2021-08-08,2021-08-08,"All Calls","Unit Assigned",NA,NA,2021
"210808SA00866",2021-08-08,NA,"All Calls",NA,NA,NA,2021
"210808SA00944",2021-08-08,NA,"All Calls",NA,NA,NA,2021
"210808SA00958",2021-08-08,NA,"All Calls",NA,NA,NA,2021
"210808SA00968",2021-08-08,NA,"All Calls",NA,NA,NA,2021
"210808SA00981",2021-08-08,2021-08-08,"All Calls","Unit Assigned",NA,NA,2021
"210808SA01035",2021-08-08,NA,"All Calls",NA,NA,NA,2021
"210808SA01042",2021-08-08,NA,"All Calls",NA,NA,NA,2021
"210808SA01052",2021-08-08,2021-08-08,"All Calls","Unit Assigned",NA,NA,2021
"210808SA01086",2021-08-08,NA,"All Calls",NA,NA,NA,2021
"210808SA01150",2021-08-08,NA,"All Calls",NA,NA,NA,2021
"210808SA01195",2021-08-08,NA,"All Calls",NA,NA,NA,2021
"210808SA01208",2021-08-08,NA,"All Calls",NA,NA,NA,2021
"210808SA01226",2021-08-08,NA,"All Calls",NA,NA,NA,2021
"210808SA01231",2021-08-08,NA,"All Calls",NA,NA,NA,2021
"210808SA01244",2021-08-08,NA,"All Calls",NA,NA,NA,2021
"210808SA01257",2021-08-08,NA,"All Calls",NA,NA,NA,2021
"210808SA01345",2021-08-08,NA,"All Calls",NA,NA,NA,2021
"210808SA01372",2021-08-08,NA,"All Calls",NA,NA,NA,2021
"210808SA01374",2021-08-08,NA,"All Calls",NA,NA,NA,2021
"210809SA00011",2021-08-09,NA,"All Calls",NA,NA,NA,2021
"210809SA00014",2021-08-09,NA,"All Calls",NA,NA,NA,2021
"210809SA00034",2021-08-09,2021-08-09,"All Calls","Unit Assigned",NA,NA,2021
"210809SA00070",2021-08-09,NA,"All Calls",NA,NA,NA,2021
"210809SA00256",2021-08-09,NA,"All Calls",NA,NA,NA,2021
"210809SA00323",2021-08-09,NA,"All Calls",NA,NA,NA,2021
"210809SA00376",2021-08-09,2021-08-09,"All Calls","Unit Assigned","Stop",NA,2021
"210809SA00600",2021-08-09,NA,"All Calls",NA,NA,NA,2021
"210809SA00838",2021-08-09,NA,"All Calls",NA,NA,NA,2021
"210809SA00918",2021-08-09,NA,"All Calls",NA,NA,NA,2021
"210809SA00940",2021-08-09,2021-08-09,"All Calls","Unit Assigned",NA,NA,2021
"210809SA00954",2021-08-09,NA,"All Calls",NA,NA,NA,2021
"210809SA00963",2021-08-09,2021-08-09,"All Calls","Unit Assigned",NA,NA,2021
"210809SA00976",2021-08-09,2021-08-09,"All Calls","Unit Assigned",NA,NA,2021
"210809SA01010",2021-08-09,NA,"All Calls",NA,NA,NA,2021
"210809SA01016",2021-08-09,NA,"All Calls",NA,NA,NA,2021
"210809SA01014",2021-08-09,NA,"All Calls",NA,NA,NA,2021
"210809SA01054",2021-08-09,NA,"All Calls",NA,NA,NA,2021
"210809SA01107",2021-08-09,NA,"All Calls",NA,NA,NA,2021
"210809SA01235",2021-08-09,2021-08-09,"All Calls","Unit Assigned",NA,NA,2021
"210809SA01324",2021-08-09,NA,"All Calls",NA,NA,NA,2021
"210809SA01331",2021-08-09,NA,"All Calls",NA,NA,NA,2021
"210809SA01345",2021-08-09,NA,"All Calls",NA,NA,NA,2021
"210809SA01373",2021-08-09,NA,"All Calls",NA,NA,NA,2021
"210809SA01380",2021-08-09,NA,"All Calls",NA,NA,NA,2021
"210809SA01395",2021-08-09,NA,"All Calls",NA,NA,NA,2021
"210809SA01453",2021-08-09,NA,"All Calls",NA,NA,NA,2021
"210809SA01466",2021-08-09,NA,"All Calls",NA,NA,NA,2021
"210810SA00037",2021-08-10,2021-08-10,"All Calls","Unit Assigned",NA,NA,2021
"210810SA00071",2021-08-10,NA,"All Calls",NA,NA,NA,2021
"210810SA00106",2021-08-10,2021-08-10,"All Calls","Unit Assigned",NA,"Arrest",2021
"210810SA00397",2021-08-10,NA,"All Calls",NA,NA,NA,2021
"210810SA00570",2021-08-10,NA,"All Calls",NA,NA,NA,2021
"210810SA00599",2021-08-10,NA,"All Calls",NA,NA,NA,2021
"210810SA00797",2021-08-10,NA,"All Calls",NA,NA,NA,2021
"210810SA00895",2021-08-10,NA,"All Calls",NA,NA,NA,2021
"210810SA00909",2021-08-10,NA,"All Calls",NA,NA,NA,2021
"210810SA01129",2021-08-10,2021-08-10,"All Calls","Unit Assigned",NA,NA,2021
"210810SA01156",2021-08-10,NA,"All Calls",NA,NA,NA,2021
"210810SA01246",2021-08-10,NA,"All Calls",NA,NA,NA,2021
"210810SA01252",2021-08-10,NA,"All Calls",NA,NA,NA,2021
"210810SA01261",2021-08-10,2021-08-10,"All Calls","Unit Assigned","Stop",NA,2021
"210810SA01263",2021-08-10,NA,"All Calls",NA,NA,NA,2021
"210810SA01292",2021-08-10,NA,"All Calls",NA,NA,NA,2021
"210810SA01297",2021-08-10,NA,"All Calls",NA,NA,NA,2021
"210810SA01304",2021-08-10,NA,"All Calls",NA,NA,NA,2021
"210810SA01325",2021-08-10,2021-08-10,"All Calls","Unit Assigned","Stop",NA,2021
"210810SA01341",2021-08-10,NA,"All Calls",NA,NA,NA,2021
"210810SA01362",2021-08-10,NA,"All Calls",NA,NA,NA,2021
"210810SA01403",2021-08-10,2021-08-10,"All Calls","Unit Assigned",NA,NA,2021
"210811SA00099",2021-08-11,NA,"All Calls",NA,NA,NA,2021
"210811SA00297",2021-08-11,NA,"All Calls",NA,NA,NA,2021
"210811SA00386",2021-08-11,NA,"All Calls",NA,NA,NA,2021
"210811SA00491",2021-08-11,NA,"All Calls",NA,NA,NA,2021
"210811SA00611",2021-08-11,NA,"All Calls",NA,NA,NA,2021
"210811SA00798",2021-08-11,NA,"All Calls",NA,NA,NA,2021
"210811SA00853",2021-08-11,NA,"All Calls",NA,NA,NA,2021
"210811SA00889",2021-08-11,NA,"All Calls",NA,NA,NA,2021
"210811SA01078",2021-08-11,NA,"All Calls",NA,NA,NA,2021
"210811SA01102",2021-08-11,NA,"All Calls",NA,NA,NA,2021
"210811SA01136",2021-08-11,NA,"All Calls",NA,NA,NA,2021
"210811SA01152",2021-08-11,NA,"All Calls",NA,NA,NA,2021
"210811SA01175",2021-08-11,NA,"All Calls",NA,NA,NA,2021
"210811SA01182",2021-08-11,NA,"All Calls",NA,NA,NA,2021
"210811SA01212",2021-08-11,NA,"All Calls",NA,NA,NA,2021
"210811SA01284",2021-08-11,NA,"All Calls",NA,NA,NA,2021
"210811SA01342",2021-08-11,NA,"All Calls",NA,NA,NA,2021
"210811SA01347",2021-08-11,NA,"All Calls",NA,NA,NA,2021
"210811SA01365",2021-08-11,NA,"All Calls",NA,NA,NA,2021
"210811SA01380",2021-08-11,NA,"All Calls",NA,NA,NA,2021
"210811SA01408",2021-08-11,NA,"All Calls",NA,NA,NA,2021
"210811SA01414",2021-08-11,NA,"All Calls",NA,NA,NA,2021
"210811SA01417",2021-08-11,NA,"All Calls",NA,NA,NA,2021
"210812SA00102",2021-08-12,NA,"All Calls",NA,NA,NA,2021
"210812SA00195",2021-08-12,NA,"All Calls",NA,NA,NA,2021
"210812SA00223",2021-08-12,NA,"All Calls",NA,NA,NA,2021
"210812SA00261",2021-08-12,NA,"All Calls",NA,NA,NA,2021
"210812SA00405",2021-08-12,NA,"All Calls",NA,NA,NA,2021
"210812SA00473",2021-08-12,NA,"All Calls",NA,NA,NA,2021
"210812SA00491",2021-08-12,NA,"All Calls",NA,NA,NA,2021
"210812SA00496",2021-08-12,NA,"All Calls",NA,NA,NA,2021
"210812SA00501",2021-08-12,NA,"All Calls",NA,NA,NA,2021
"210812SA00584",2021-08-12,NA,"All Calls",NA,NA,NA,2021
"210812SA00713",2021-08-12,NA,"All Calls",NA,NA,NA,2021
"210812SA00712",2021-08-12,NA,"All Calls",NA,NA,NA,2021
"210812SA00757",2021-08-12,NA,"All Calls",NA,NA,NA,2021
"210812SA01003",2021-08-12,NA,"All Calls",NA,NA,NA,2021
"210812SA01016",2021-08-12,NA,"All Calls",NA,NA,NA,2021
"210812SA01024",2021-08-12,NA,"All Calls",NA,NA,NA,2021
"210812SA01027",2021-08-12,NA,"All Calls",NA,NA,NA,2021
"210812SA01046",2021-08-12,NA,"All Calls",NA,NA,NA,2021
"210812SA01169",2021-08-12,NA,"All Calls",NA,NA,NA,2021
"210812SA01210",2021-08-12,NA,"All Calls",NA,NA,NA,2021
"210812SA01238",2021-08-12,NA,"All Calls",NA,NA,NA,2021
"210812SA01243",2021-08-12,NA,"All Calls",NA,NA,NA,2021
"210812SA01283",2021-08-12,2021-08-12,"All Calls","Unit Assigned",NA,NA,2021
"210812SA01296",2021-08-12,NA,"All Calls",NA,NA,NA,2021
"210812SA01385",2021-08-12,NA,"All Calls",NA,NA,NA,2021
"210812SA01395",2021-08-12,NA,"All Calls",NA,NA,NA,2021
"210812SA01422",2021-08-12,NA,"All Calls",NA,NA,NA,2021
"210812SA01424",2021-08-12,NA,"All Calls",NA,NA,NA,2021
"210813SA00014",2021-08-13,NA,"All Calls",NA,NA,NA,2021
"210813SA00107",2021-08-13,2021-08-13,"All Calls","Unit Assigned",NA,NA,2021
"210813SA00242",2021-08-13,NA,"All Calls",NA,NA,NA,2021
"210813SA00265",2021-08-13,NA,"All Calls",NA,NA,NA,2021
"210813SA00448",2021-08-13,NA,"All Calls",NA,NA,NA,2021
"210813SA00467",2021-08-13,NA,"All Calls",NA,NA,NA,2021
"210813SA00480",2021-08-13,NA,"All Calls",NA,NA,NA,2021
"210813SA00521",2021-08-13,NA,"All Calls",NA,NA,NA,2021
"210813SA00527",2021-08-13,NA,"All Calls",NA,NA,NA,2021
"210813SA00545",2021-08-13,NA,"All Calls",NA,NA,NA,2021
"210813SA00577",2021-08-13,NA,"All Calls",NA,NA,NA,2021
"210813SA00580",2021-08-13,NA,"All Calls",NA,NA,NA,2021
"210813SA00726",2021-08-13,NA,"All Calls",NA,NA,NA,2021
"210813SA00743",2021-08-13,NA,"All Calls",NA,NA,NA,2021
"210813SA00847",2021-08-13,NA,"All Calls",NA,NA,NA,2021
"210813SA00877",2021-08-13,NA,"All Calls",NA,NA,NA,2021
"210813SA01015",2021-08-13,NA,"All Calls",NA,NA,NA,2021
"210813SA01023",2021-08-13,NA,"All Calls",NA,NA,NA,2021
"210813SA01145",2021-08-13,NA,"All Calls",NA,NA,NA,2021
"210813SA01149",2021-08-13,NA,"All Calls",NA,NA,NA,2021
"210813SA01209",2021-08-13,2021-08-13,"All Calls","Unit Assigned",NA,NA,2021
"210813SA01310",2021-08-13,NA,"All Calls",NA,NA,NA,2021
"210813SA01312",2021-08-13,NA,"All Calls",NA,NA,NA,2021
"210813SA01313",2021-08-13,NA,"All Calls",NA,NA,NA,2021
"210813SA01335",2021-08-13,NA,"All Calls",NA,NA,NA,2021
"210813SA01350",2021-08-13,NA,"All Calls",NA,NA,NA,2021
"210813SA01369",2021-08-13,NA,"All Calls",NA,NA,NA,2021
"210813SA01407",2021-08-13,NA,"All Calls",NA,NA,NA,2021
"210813SA01459",2021-08-13,NA,"All Calls",NA,NA,NA,2021
"210813SA01490",2021-08-13,NA,"All Calls",NA,NA,NA,2021
"210813SA01506",2021-08-13,NA,"All Calls",NA,NA,NA,2021
"210813SA01547",2021-08-13,NA,"All Calls",NA,NA,NA,2021
"210814SA00008",2021-08-14,NA,"All Calls",NA,NA,NA,2021
"210814SA00015",2021-08-14,2021-08-14,"All Calls","Unit Assigned",NA,NA,2021
"210814SA00020",2021-08-14,NA,"All Calls",NA,NA,NA,2021
"210814SA00026",2021-08-14,NA,"All Calls",NA,NA,NA,2021
"210814SA00061",2021-08-14,NA,"All Calls",NA,NA,NA,2021
"210814SA00082",2021-08-14,NA,"All Calls",NA,NA,NA,2021
"210814SA00110",2021-08-14,NA,"All Calls",NA,NA,NA,2021
"210814SA00145",2021-08-14,NA,"All Calls",NA,NA,NA,2021
"210814SA00159",2021-08-14,NA,"All Calls",NA,NA,NA,2021
"210814SA00204",2021-08-14,NA,"All Calls",NA,NA,NA,2021
"210814SA00207",2021-08-14,NA,"All Calls",NA,NA,NA,2021
"210814SA00218",2021-08-14,NA,"All Calls",NA,NA,NA,2021
"210814SA00248",2021-08-14,NA,"All Calls",NA,NA,NA,2021
"210814SA00270",2021-08-14,NA,"All Calls",NA,NA,NA,2021
"210814SA00345",2021-08-14,2021-08-14,"All Calls","Unit Assigned",NA,NA,2021
"210814SA00463",2021-08-14,NA,"All Calls",NA,NA,NA,2021
"210814SA00502",2021-08-14,NA,"All Calls",NA,NA,NA,2021
"210814SA00550",2021-08-14,NA,"All Calls",NA,NA,NA,2021
"210814SA00651",2021-08-14,NA,"All Calls",NA,NA,NA,2021
"210814SA00669",2021-08-14,NA,"All Calls",NA,NA,NA,2021
"210814SA00674",2021-08-14,NA,"All Calls",NA,NA,NA,2021
"210814SA00778",2021-08-14,NA,"All Calls",NA,NA,NA,2021
"210814SA00879",2021-08-14,NA,"All Calls",NA,NA,NA,2021
"210814SA00882",2021-08-14,NA,"All Calls",NA,NA,NA,2021
"210814SA00924",2021-08-14,2021-08-14,"All Calls","Unit Assigned","Stop",NA,2021
"210814SA00938",2021-08-14,NA,"All Calls",NA,NA,NA,2021
"210814SA00959",2021-08-14,NA,"All Calls",NA,NA,NA,2021
"210814SA00968",2021-08-14,NA,"All Calls",NA,NA,NA,2021
"210814SA00970",2021-08-14,NA,"All Calls",NA,NA,NA,2021
"210814SA01011",2021-08-14,NA,"All Calls",NA,NA,NA,2021
"210814SA01021",2021-08-14,NA,"All Calls",NA,NA,NA,2021
"210814SA01031",2021-08-14,NA,"All Calls",NA,NA,NA,2021
"210814SA01043",2021-08-14,NA,"All Calls",NA,NA,NA,2021
"210814SA01110",2021-08-14,NA,"All Calls",NA,NA,NA,2021
"210814SA01207",2021-08-14,2021-08-14,"All Calls","Unit Assigned",NA,NA,2021
"210814SA01208",2021-08-14,NA,"All Calls",NA,NA,NA,2021
"210814SA01215",2021-08-14,NA,"All Calls",NA,NA,NA,2021
"210814SA01232",2021-08-14,NA,"All Calls",NA,NA,NA,2021
"210814SA01233",2021-08-14,NA,"All Calls",NA,NA,NA,2021
"210814SA01310",2021-08-14,NA,"All Calls",NA,NA,NA,2021
"210814SA01356",2021-08-14,NA,"All Calls",NA,NA,NA,2021
"210814SA01362",2021-08-14,NA,"All Calls",NA,NA,NA,2021
"210814SA01397",2021-08-14,NA,"All Calls",NA,NA,NA,2021
"210814SA01410",2021-08-14,NA,"All Calls",NA,NA,NA,2021
"210814SA01406",2021-08-14,NA,"All Calls",NA,NA,NA,2021
"210814SA01431",2021-08-14,NA,"All Calls",NA,NA,NA,2021
"210814SA01433",2021-08-14,NA,"All Calls",NA,NA,NA,2021
"210814SA01438",2021-08-14,NA,"All Calls",NA,NA,NA,2021
"210814SA01480",2021-08-14,2021-08-14,"All Calls","Unit Assigned",NA,NA,2021
"210814SA01481",2021-08-14,NA,"All Calls",NA,NA,NA,2021
"210814SA01500",2021-08-14,NA,"All Calls",NA,NA,NA,2021
"210814SA01510",2021-08-14,NA,"All Calls",NA,NA,NA,2021
"210814SA01533",2021-08-14,NA,"All Calls",NA,NA,NA,2021
"210815SA00018",2021-08-15,NA,"All Calls",NA,NA,NA,2021
"210815SA00032",2021-08-15,NA,"All Calls",NA,NA,NA,2021
"210815SA00039",2021-08-15,NA,"All Calls",NA,NA,NA,2021
"210815SA00040",2021-08-15,NA,"All Calls",NA,NA,NA,2021
"210815SA00077",2021-08-15,NA,"All Calls",NA,NA,NA,2021
"210815SA00078",2021-08-15,2021-08-15,"All Calls","Unit Assigned",NA,"Arrest",2021
"210815SA00087",2021-08-15,NA,"All Calls",NA,NA,NA,2021
"210815SA00090",2021-08-15,NA,"All Calls",NA,NA,NA,2021
"210815SA00116",2021-08-15,NA,"All Calls",NA,NA,NA,2021
"210815SA00164",2021-08-15,NA,"All Calls",NA,NA,NA,2021
"210815SA00188",2021-08-15,NA,"All Calls",NA,NA,NA,2021
"210815SA00189",2021-08-15,NA,"All Calls",NA,NA,NA,2021
"210815SA00224",2021-08-15,NA,"All Calls",NA,NA,NA,2021
"210815SA00323",2021-08-15,2021-08-15,"All Calls","Unit Assigned",NA,"Arrest",2021
"210815SA00384",2021-08-15,NA,"All Calls",NA,NA,NA,2021
"210815SA00433",2021-08-15,NA,"All Calls",NA,NA,NA,2021
"210815SA00446",2021-08-15,NA,"All Calls",NA,NA,NA,2021
"210815SA00656",2021-08-15,NA,"All Calls",NA,NA,NA,2021
"210815SA00738",2021-08-15,NA,"All Calls",NA,NA,NA,2021
"210815SA00780",2021-08-15,NA,"All Calls",NA,NA,NA,2021
"210815SA00902",2021-08-15,NA,"All Calls",NA,NA,NA,2021
"210815SA01045",2021-08-15,NA,"All Calls",NA,NA,NA,2021
"210815SA01058",2021-08-15,NA,"All Calls",NA,NA,NA,2021
"210815SA01092",2021-08-15,NA,"All Calls",NA,NA,NA,2021
"210815SA01121",2021-08-15,NA,"All Calls",NA,NA,NA,2021
"210815SA01127",2021-08-15,NA,"All Calls",NA,NA,NA,2021
"210815SA01130",2021-08-15,NA,"All Calls",NA,NA,NA,2021
"210815SA01183",2021-08-15,NA,"All Calls",NA,NA,NA,2021
"210815SA01230",2021-08-15,NA,"All Calls",NA,NA,NA,2021
"210815SA01326",2021-08-15,NA,"All Calls",NA,NA,NA,2021
"210815SA01347",2021-08-15,NA,"All Calls",NA,NA,NA,2021
"210815SA01345",2021-08-15,NA,"All Calls",NA,NA,NA,2021
"210815SA01377",2021-08-15,NA,"All Calls",NA,NA,NA,2021
"210815SA01385",2021-08-15,NA,"All Calls",NA,NA,NA,2021
"210815SA01406",2021-08-15,NA,"All Calls",NA,NA,NA,2021
"210815SA01410",2021-08-15,NA,"All Calls",NA,NA,NA,2021
"210815SA01445",2021-08-15,NA,"All Calls",NA,NA,NA,2021
"210815SA01452",2021-08-15,NA,"All Calls",NA,NA,NA,2021
"210815SA01457",2021-08-15,NA,"All Calls",NA,NA,NA,2021
"210815SA01464",2021-08-15,NA,"All Calls",NA,NA,NA,2021
"210815SA01478",2021-08-15,NA,"All Calls",NA,NA,NA,2021
"210815SA01522",2021-08-15,NA,"All Calls",NA,NA,NA,2021
"210816SA00005",2021-08-16,NA,"All Calls",NA,NA,NA,2021
"210816SA00010",2021-08-16,NA,"All Calls",NA,NA,NA,2021
"210816SA00013",2021-08-16,NA,"All Calls",NA,NA,NA,2021
"210816SA00016",2021-08-16,NA,"All Calls",NA,NA,NA,2021
"210816SA00044",2021-08-16,NA,"All Calls",NA,NA,NA,2021
"210816SA00061",2021-08-16,NA,"All Calls",NA,NA,NA,2021
"210816SA00123",2021-08-16,NA,"All Calls",NA,NA,NA,2021
"210816SA00196",2021-08-16,NA,"All Calls",NA,NA,NA,2021
"210816SA00619",2021-08-16,NA,"All Calls",NA,NA,NA,2021
"210816SA00662",2021-08-16,NA,"All Calls",NA,NA,NA,2021
"210816SA00688",2021-08-16,NA,"All Calls",NA,NA,NA,2021
"210816SA00732",2021-08-16,NA,"All Calls",NA,NA,NA,2021
